,name,price,image,product
30,"GKI Offensive XX with Wooden Case Red, Black Table Tennis Racquet","₹1,499",https://rukminim2.flixcart.com/image/612/612/racquet/a/b/r/232-350-g4-strung-1-gki-table-tennis-racquet-offensive-xx-with-original-imaeayczfdf8yutm.jpeg?q=70,https://www.flipkart.com/gki-offensive-xx-wooden-case-red-black-table-tennis-racquet/p/itm7da537e9656c1?pid=RAQEBY3XZRGFWABR&lid=LSTRAQEBY3XZRGFWABRCDIDVL&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQEBY3XZRGFWABR.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
31,Comfy Sparrow Multicolor Multicolor Table Tennis Racquet,₹413,https://rukminim2.flixcart.com/image/612/612/xif0q/racquet/y/t/t/na-na-multicolor-1-cs-ttk-mc-12-na-360-table-tennis-racquet-original-imagz43b6hnmha2c.jpeg?q=70,https://www.flipkart.com/comfy-sparrow-multicolor-table-tennis-racquet/p/itm429d854be78d0?pid=RAQGZ43B3FBYGTTJ&lid=LSTRAQGZ43B3FBYGTTJB7AVJ6&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQGZ43B3FBYGTTJ.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
32,GKI Kung Fu Red Table Tennis Racquet,₹780,https://rukminim2.flixcart.com/image/612/612/j5tx4sw0-2/racquet/t/q/e/g4-kung-fu-na-1-13-80-table-tennis-racquet-gki-original-imaew49ru6pnfdqg.jpeg?q=70,https://www.flipkart.com/gki-kung-fu-red-table-tennis-racquet/p/itmbf94b69287f96?pid=RAQEW5FDWDSYGTQE&lid=LSTRAQEW5FDWDSYGTQESFE1KL&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQEW5FDWDSYGTQE.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
33,GKI EURO STAR Table tennis Multicolor Table Tennis Racquet,"₹1,499",https://rukminim2.flixcart.com/image/612/612/jd94h3k0/racquet/h/x/8/na-euro-star-table-tennis-na-1-euro-star-150-table-tennis-original-imaf2yghfstxwgyj.jpeg?q=70,https://www.flipkart.com/gki-euro-star-table-tennis-multicolor-racquet/p/itm5ef084570b660?pid=RAQERN8ZEHYNAHX8&lid=LSTRAQERN8ZEHYNAHX8M2I8A7&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQERN8ZEHYNAHX8.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
34,LenWave LW-0321B Multicolor Table Tennis Racquet,₹690,https://rukminim2.flixcart.com/image/612/612/k44hksw0/racquet/m/q/g/g1-4-1-8-inches-lw-0321b-table-tennis-racquet-set-of-2-and-3-original-imafn3nvzdazzsj8.jpeg?q=70,https://www.flipkart.com/lenwave-lw-0321b-multicolor-table-tennis-racquet/p/itmbe8b23658fbd2?pid=RAQFN3FJBKXD7MQG&lid=LSTRAQFN3FJBKXD7MQGXO8P3K&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQFN3FJBKXD7MQG.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
35,"INFINITE HIGH QUALITY HOT SHOT Red, Black Table Tennis Racquet",₹805,https://rukminim2.flixcart.com/image/612/612/racquet/j/f/6/abg765-150-na-unstrung-1-infinite-table-tennis-racquet-high-original-imaej9bzngq72zys.jpeg?q=70,https://www.flipkart.com/infinite-high-quality-hot-shot-red-black-table-tennis-racquet/p/itmeada1003fe4d7?pid=RAQEJAPFYJTAXJF6&lid=LSTRAQEJAPFYJTAXJF62BYJQR&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQEJAPFYJTAXJF6.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
36,"Fuhua Sports table tennis set|| 2 racquets, 3 ping pong balls|| Red, Black Table Tennis Racquet",₹329,https://rukminim2.flixcart.com/image/612/612/xif0q/racquet/4/i/v/na-na-table-tennis-set-2-racquets-3-ping-pong-balls-5-001-110-original-imagha97bem2nxhv.jpeg?q=70,https://www.flipkart.com/fuhua-sports-table-tennis-set-2-racquets-3-ping-pong-balls-red-black-racquet/p/itm8b7aaf8ba35ad?pid=RAQGDJ9CFAQBKSA5&lid=LSTRAQGDJ9CFAQBKSA5BDDDMW&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQGDJ9CFAQBKSA5.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
37,GKI Kung Fu Red Table Tennis Racquet,"₹1,499",https://rukminim2.flixcart.com/image/612/612/xif0q/racquet/v/l/e/-original-imagzfhfa6bccmag.jpeg?q=70,https://www.flipkart.com/gki-kung-fu-red-table-tennis-racquet/p/itm88dd02394d16d?pid=RAQGNZFMYFBVTP84&lid=LSTRAQGNZFMYFBVTP84CWIOWA&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQGNZFMYFBVTP84.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
38,LYCAN Table Tennis Set of 2 consisting 2 Table Tennis Bats and 3 Ping Pong Balls Multicolor Table Tennis Racquet,₹299,https://rukminim2.flixcart.com/image/612/612/xif0q/racquet/p/e/d/na-na-table-tennis-set-of-2-consisting-2-table-tennis-bats-and-3-original-imagmbgugtgbcmkd.jpeg?q=70,https://www.flipkart.com/lycan-table-tennis-set-2-consisting-bats-3-ping-pong-balls-multicolor-racquet/p/itm281330974e4f0?pid=RAQGMBGUGBYWRGFR&lid=LSTRAQGMBGUGBYWRGFR6S6QUP&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQGMBGUGBYWRGFR.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
39,"Stag iconic Peter Fire Red, Black Table Tennis Racquet","₹6,864",https://rukminim2.flixcart.com/image/612/612/xif0q/racquet/2/m/i/na-na-peter-fire-1-357-new-175-table-tennis-racquet-stag-iconic-original-imagr5mbjagm5mus.jpeg?q=70,https://www.flipkart.com/stag-iconic-peter-fire-red-black-table-tennis-racquet/p/itmacdf0ab4b3c12?pid=RAQGR5MSCPGDBCGX&lid=LSTRAQGR5MSCPGDBCGXBSTGJV&marketplace=FLIPKART&q=Table+Tennis+Racket&store=abc%2Fd8a%2Ffy5&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=d4e5f60a-c2d5-4805-b4bb-e87729bf8915.RAQGR5MSCPGDBCGX.SEARCH&ppt=hp&ppn=homepage&ssid=we5afqoaq80000001692107894537&qH=9bb918aa6a31aae5
